Type,Eccentricity,Solidity,Extent,Equivalent_diameter,Convex_hull,CircleRatio,Mean,Variance,Median,Mode,Vertical_symmetry,Horizontal_symmetry,Minimal_distance,Maximal_distance,Length_ratio,Peaks_number,Valleys_number,Average_peak_width,Average_peak_height,Minimal_peak,Average_valley_width,Average_valley_height,Maximal_valley
"Tilia cordata",1.1014,0.36002,0.6322,0.90794,520.47,1.5889,264.02,1045.4,255.69,235.63,1.0225,1.0791,0.78195,1.479,5.5522,42,33.249,13.505,212.11,43,26.836,11.862,-206.45
"Tilia cordata",1.0909,0.32151,0.66641,0.91669,604.95,1.6198,305.3,869.97,299.99,317.74,0.99669,1.0574,0.77846,1.3646,5.9697,41,33.678,14.114,275.58,41,37.24,13.57,-237.67
"Tilia cordata",1.0776,0.39335,0.62438,0.92796,799.93,1.5758,405.04,1874.7,398.83,370.46,0.99025,1.0289,0.78662,1.3855,5.8358,45,46.325,17.568,339.82,46,32.335,15.142,-318.61
"Tilia cordata",1.1202,0.40074,0.5869,0.89272,568.01,2.1534,287.57,1355.2,285.84,194.98,1.0044,1.0838,0.67302,1.4439,5.8643,46,37.423,13.543,254.91,46,25.593,13.176,-193.54
"Tilia cordata",1.0604,0.51279,0.65866,0.94301,426.58,1.9497,214.56,491.62,215.49,192.36,0.98496,0.96517,0.71192,1.2023,6.1905,55,21.702,7.563,158.8,54,18.292,5.8208,-152.75
"Tilia cordata",1.0643,0.5436,0.70006,0.93955,554.14,2.0021,278.84,825.39,281.13,253.29,0.98716,0.96494,0.70225,1.2119,6.4394,47,32.861,11.285,203.95,46,27.316,8.4687,-199.92
"Tilia cordata",1.0529,0.44839,0.69321,0.94977,481.01,2.1933,241.16,452.95,243.58,224.56,0.99088,1.035,0.6734,1.1348,6.4823,54,21.848,6.1167,225.3,55,22.31,7.9755,-162.4
"Tilia cordata",1.0647,0.49637,0.67733,0.9392,719.69,2.1676,360.78,1073.1,362.29,330.64,0.99766,0.97495,0.67747,1.1811,6.7775,52,42.239,13.462,264.05,52,32.756,10.519,-244.42
"Tilia cordata",1.069,0.5062,0.68244,0.93545,663.01,2.112,333.27,999.83,334.72,307.28,0.9849,0.97725,0.68446,1.2094,6.5919,51,35.824,13.141,242.35,50,29.237,10.278,-228.11
"Tilia cordata",1.0715,0.51052,0.69061,0.9333,600.91,2.2238,300.6,931.2,305.72,207.29,0.9726,0.9808,0.67026,1.187,6.6924,58,36.71,10.699,209.28,57,23.89,8.6837,-201.48
"Tilia cordata",1.0665,0.45507,0.67027,0.93763,672.88,2.003,336.87,702.52,339.62,319.64,0.97332,0.99309,0.70568,1.1778,6.6841,51,42.622,12.031,318.88,51,32.504,9.9188,-237.72
"Tilia cordata",1.0744,0.49784,0.67759,0.93079,651.23,1.8938,326.93,924.35,328.27,251.02,0.99067,0.98536,0.72375,1.2318,6.727,51,33.722,12.764,250.08,51,31.881,9.8002,-236.61
"Tilia cordata",1.0658,0.54093,0.66052,0.93831,523.01,2.3587,262.92,815.93,266.08,252.65,0.98567,0.97566,0.64763,1.1985,6.1948,41,40.237,11.643,240.55,41,24.642,8.2442,-170.27
"Tilia cordata",1.0679,0.48687,0.64046,0.93644,549.35,1.7998,276.4,711.2,276.44,249.71,0.9804,0.98368,0.74074,1.2806,6.145,48,31.51,11.421,219.21,48,26.771,8.7059,-204.74
"Tilia cordata",1.0636,0.45088,0.68742,0.94017,429.4,1.5649,216.41,314.94,216.85,206.7,0.97765,0.99431,0.79306,1.2572,5.741,50,19.818,7.0265,203.78,50,18.86,5.2708,-171.63
"Tilia cordata",1.0776,0.60919,0.68603,0.92798,515.37,2.3787,258.64,825.53,265.8,237.02,0.99985,0.96938,0.64598,1.1442,6.6062,57,31.024,8.7225,183.52,57,16.537,6.8486,-167.08
"Tilia cordata",1.0771,0.53005,0.71699,0.92843,754.57,2.4953,376.25,1589.6,380.61,399.8,0.99753,0.9802,0.63479,1.1615,7.2997,63,46.311,12.912,271.23,63,31.059,10.522,-238.84
"Tilia cordata",1.0628,0.49419,0.67732,0.94088,604.55,1.8963,304.01,828.49,306.15,273.7,0.97703,0.98569,0.72203,1.2332,6.4683,57,31.601,11.312,275.13,57,24.658,9.0487,-219.5
"Tilia cordata",1.0626,0.40024,0.6718,0.94106,540.66,1.7301,271.63,440.19,269.48,258.35,0.99233,0.98543,0.75662,1.233,6.2552,49,24.93,9.9337,218.6,49,31.884,7.5807,-205.52
"Tilia cordata",1.0751,0.60824,0.6972,0.93017,614.14,2.4702,307.03,1069.6,314.43,257.43,0.98456,0.97929,0.63634,1.1322,7.1374,56,38.994,10.947,220.85,55,24.3,9.1633,-195.38
"Tilia cordata",1.0795,0.51622,0.68252,0.92639,550.47,2.1298,277.48,823.62,278.25,293.64,0.97586,0.97752,0.67967,1.238,6.4627,46,34.269,12.391,255.41,46,29.784,9.3161,-188.59
"Tilia cordata",1.0805,0.4506,0.68069,0.92552,670.48,2.6354,335.15,1235.6,339.93,225.42,0.97276,0.99184,0.61618,1.2284,6.8495,53,40.915,13.68,227.76,53,30.268,10.515,-206.51
"Tilia cordata",1.0609,0.57956,0.69291,0.94255,643.62,2.4529,322.92,1161.1,323.94,298.11,0.98835,0.96747,0.6363,1.1589,6.9691,61,37.941,10.536,229.71,60,27.057,8.5687,-205.47
"Tilia cordata",1.0667,0.58578,0.69399,0.9375,667.33,2.369,334.48,1197,343.73,307.9,1.0099,0.97771,0.64811,1.1511,6.9399,72,35.613,9.5458,247.82,72,19.397,7.9405,-216.78
"Tilia cordata",1.0716,0.5702,0.69945,0.93317,732.35,2.65,367.13,1559.3,375.32,259.66,0.9609,0.9979,0.6127,1.1469,7.341,68,34.673,10.939,331.34,68,27.914,11.99,-224.94
"Tilia cordata",1.0769,0.44552,0.64794,0.92855,575.68,2.2782,288.33,753.85,287.38,264.05,1.0061,0.98402,0.6614,1.256,6.4671,52,28.763,11.419,264.54,52,27.719,9.4343,-190.7
"Tilia cordata",1.0585,0.52955,0.7126,0.94477,638.8,2.273,320.9,1128.9,322.37,263.08,0.99544,0.96876,0.66019,1.1796,6.7313,56,36.099,10.895,223.28,56,27.33,8.0522,-211.85
"Tilia cordata",1.0792,0.56373,0.61577,0.92658,546,2.3007,275.78,1147.8,277.51,240.87,1.0056,0.98248,0.65265,1.2876,6.1366,48,36.358,11.598,190.14,47,26.613,8.3242,-179.99
"Tilia cordata",1.0757,0.40259,0.68565,0.92964,584.85,2.2007,294.01,964.02,288.59,273.52,0.98616,0.97038,0.67045,1.2751,6.3936,47,33.463,13.08,221.01,47,34.89,9.7689,-197.12
"Tilia cordata",1.0723,0.49766,0.66625,0.93259,493.62,2.1522,247,597.19,249.84,186.7,0.97719,0.98214,0.68112,1.2074,6.5553,63,25.416,8.7012,179.11,62,19.807,6.9891,-168.24
"Tilia cordata",1.0683,0.49695,0.69648,0.93605,737.81,2.3245,370.29,1397.5,374.38,268.65,0.99772,0.97436,0.65343,1.184,6.9131,56,61.328,13.502,260.5,56,31.448,10.41,-241.96
"Tilia cordata",1.0405,0.48714,0.64915,0.96106,647,1.715,324.39,950.85,323.73,274.55,0.97848,0.9874,0.76149,1.2699,5.9838,35,40.089,15.034,274.87,35,38.74,11.645,-247.02
"Tilia cordata",1.0634,0.39987,0.64294,0.94034,919.85,1.3027,465.71,1944.3,455.51,413.24,1.0109,1.0482,0.86526,1.3927,5.4843,29,50.127,21.593,420.39,29,81.434,17.812,-402.96
"Tilia cordata",1.0393,0.56851,0.69222,0.96216,592.03,1.6108,297.32,846.03,299.16,263.38,0.96841,0.9962,0.78445,1.2933,5.6041,45,26.661,10.353,253.84,45,23.574,7.631,-233.23
"Tilia cordata",1.0551,0.53306,0.63908,0.94781,1031.1,1.4816,521.79,3196.1,516.99,433.6,0.98123,1.0022,0.81174,1.3711,5.7083,30,63.389,26.56,437.81,30,66.54,20.959,-423.56
"Tilia cordata",1.0501,0.58054,0.66862,0.95233,707.78,1.4587,356.17,1375.9,358.16,307.22,0.96918,1.0074,0.82268,1.3305,5.8516,34,33.671,14.661,300.94,34,43.503,12.382,-293.02
"Tilia cordata",1.0703,0.51349,0.66281,0.93431,687.31,1.3271,349.47,1581.2,338.16,310.91,1.0483,1.0208,0.85363,1.4374,5.343,29,46.789,18.994,308.45,29,55.338,13.892,-298.32
"Tilia cordata",1.0497,0.62068,0.64167,0.95266,625.03,1.431,318.82,1515.6,313.46,268.97,1.0434,1.0174,0.81944,1.3993,5.2611,35,29.872,13.511,269.72,34,28.49,9.497,-261.25
"Tilia cordata",1.0445,0.56271,0.67437,0.95739,748.94,1.8239,374.76,1632.5,374.49,324.04,0.96941,0.9948,0.73988,1.3059,6.1543,45,39.584,13.832,325.87,45,33.331,10.954,-277.28
"Tilia cordata",1.0607,0.55041,0.64675,0.94281,731.62,1.373,370.94,1332.4,366.88,318.55,1.0196,1.0435,0.84162,1.3517,5.676,25,39.967,19.505,320.68,26,54.064,16.205,-312.19
"Tilia cordata",1.0912,0.45853,0.62636,0.91642,959.82,1.7535,486.43,2927.7,483.14,526.91,1.0297,1.0759,0.74504,1.4097,6.128,53,41.052,18.34,394.03,54,45.614,16.877,-362.41
"Tilia cordata",1.0531,0.50684,0.66813,0.94954,944.72,1.3166,477.51,2386.4,470.17,457.51,1.0217,1.0629,0.86211,1.3696,5.7953,45,36.344,18.347,422.85,45,55.573,15.63,-411.67
"Tilia cordata",1.0986,0.43181,0.62723,0.91027,987.49,1.9367,496.1,2835.4,498.98,385.99,0.96373,0.99874,0.71515,1.3763,6.5703,64,53.716,19.158,419.01,64,41.475,14.823,-354.79
"Tilia cordata",1.0503,0.50454,0.66715,0.9521,875.35,1.6602,439.08,1858.4,438.68,358.22,1.0236,0.99828,0.77361,1.2906,6.2944,36,48.882,18.72,377.16,36,56.88,15.86,-339.68
"Tilia cordata",1.0545,0.57514,0.64353,0.94833,757.12,1.592,382.27,1693.6,386.4,318.57,1.0397,0.98912,0.78485,1.3283,5.6225,27,54.527,18.968,318.2,27,44.779,14.511,-300.02
"Tilia cordata",1.0447,0.64811,0.67544,0.95726,684.64,1.7982,344.26,1796.5,349.36,268.67,1.0301,0.9986,0.74154,1.3235,5.6342,39,37.101,13.991,282.75,39,26.195,10.011,-255.28
"Tilia cordata",1.0577,0.53751,0.67821,0.94543,1025,1.2457,520.79,3191.3,503.55,482.93,1.0267,1.0036,0.88171,1.4193,5.5212,23,66.502,31.828,472.33,24,87.089,20.215,-459.18
"Tilia cordata",1.0531,0.51064,0.65651,0.94959,675.08,1.6751,339.89,1081.6,340.44,300.8,1.031,1.0022,0.7673,1.2986,6.2891,56,33.8,13.293,278.03,55,28.186,10.62,-260.8
"Tilia cordata",1.0715,0.40005,0.6323,0.93323,737.44,1.3372,373.05,1059.6,367.34,341.63,1.0091,1.0637,0.85476,1.3674,6.2282,49,27.645,15.463,341.22,49,43.142,13.861,-318.87
"Tilia cordata",1.0984,0.5963,0.61037,0.9104,790.26,1.4613,408.46,3131.4,392.72,382.55,0.95757,1.0362,0.80024,1.5056,5.01,26,55.53,24.311,337.17,26,50.3,16.573,-326.87
"Tilia cordata",1.0832,0.58899,0.61698,0.92318,793.01,1.5785,409.1,3183.6,396.23,396.08,0.96726,1.0357,0.77142,1.4842,4.7169,18,80.17,32.079,355.36,18,50.929,17.025,-315.59
"Tilia cordata",1.0868,0.6077,0.60687,0.92012,724.99,1.3663,374.47,2729.9,360.68,316.27,0.94887,1.0463,0.82815,1.5156,4.8402,35,37.504,17.228,316.53,36,37.516,11.222,-310.12
"Tilia cordata",1.0838,0.5804,0.62273,0.92264,723.01,1.5361,370.46,2304.7,358.32,343.63,0.9396,1.0373,0.78736,1.4751,4.9811,27,59.97,21.069,317.52,27,46.247,13.58,-291.68
"Tilia cordata",1.0939,0.51536,0.61159,0.91417,869.74,1.638,446.16,2966.5,437.01,414.84,1.0062,1.0391,0.76158,1.4553,5.0394,28,58.694,24.812,385.71,28,55.416,16.245,-339.78
"Tilia cordata",1.0767,0.58801,0.63356,0.92877,713.72,1.965,364.43,2307.8,358.71,359.09,1.0244,1.0279,0.69855,1.4274,5.0672,23,63.562,24.639,307.17,23,47.756,15.829,-254.58
"Tilia cordata",1.0904,0.5682,0.6566,0.91713,868.6,1.4699,444.48,2777.3,435.5,442.97,1.025,1.0199,0.80594,1.442,5.0974,30,52.546,22.475,390.63,30,53.569,15.001,-358.22
"Tilia cordata",1.1221,0.51818,0.60694,0.89117,770.9,1.3906,397.11,2582.8,382.52,365.59,0.97055,1.0518,0.82311,1.5188,5.0287,28,45.341,23.419,365.89,28,65.565,17.629,-326.86
"Tilia cordata",1.0953,0.58293,0.61505,0.91298,701.39,1.5675,362.14,2512.1,350.51,331.9,0.9698,1.0347,0.77347,1.499,4.9718,27,47.782,21.432,308.6,27,46.74,13.442,-280.11
"Tilia cordata",1.0836,0.57389,0.61445,0.92284,758.49,1.5515,389.62,2294.4,380.32,380.17,1.0155,1.0256,0.78145,1.4441,5.2129,27,55.844,22.308,327.51,27,45.005,14.633,-304.47
"Tilia cordata",1.1001,0.4601,0.61879,0.90904,896.42,1.2975,459.84,3360.4,441.42,405.63,0.97767,1.0302,0.85572,1.5075,5.6434,51,45.801,19.977,406.31,51,49.361,14.743,-393.49
"Tilia cordata",1.119,0.34125,0.6143,0.89365,1318.4,1.9526,669.56,5272.8,670.96,608.28,0.9989,1.0071,0.70459,1.3991,6.2471,50,100.03,29.928,594.2,51,45.755,21.165,-471.76
"Tilia cordata",1.1114,0.34123,0.60148,0.89975,883.48,2.3002,447.85,2750.5,450.62,398.75,0.99109,0.98644,0.65036,1.3929,6.175,56,60.752,20.634,386.84,55,37.473,14.978,-370.27
"Tilia cordata",1.1135,0.33005,0.59245,0.89806,1001.6,2.126,509.7,3936.3,499.7,461.4,1.0016,0.98543,0.67386,1.4149,6.119,49,63.936,25.772,450.7,49,53.985,18.595,-343.47
"Tilia cordata",1.1088,0.3719,0.62943,0.90184,1137.6,1.7985,577.38,3510.6,573.09,453.48,1.0125,1.0002,0.73462,1.378,6.1488,55,68.867,23.724,521.82,56,54.271,17.82,-424.15
"Tilia cordata",1.0875,0.43876,0.62743,0.91955,899.1,1.3051,459.79,2789.2,443.57,435.47,1.0223,1.028,0.85584,1.4373,5.8468,46,49.025,19.985,414.87,47,42.293,15.437,-393.51
"Tilia cordata",1.127,0.46319,0.62788,0.88734,848.43,3.0244,426.2,2626.9,439.49,375.34,0.99565,1.0008,0.57235,1.3465,6.763,60,69.398,20.842,376.33,60,29.12,15.455,-244.65
"Tilia cordata",1.1052,0.32761,0.66291,0.90478,1096.8,1.9641,557.26,3459.2,554.56,492.35,0.97509,0.99337,0.70223,1.3677,6.1901,52,68.423,23.616,487.27,52,38.809,16.772,-391.32
"Tilia cordata",1.095,0.31615,0.65033,0.91322,1050.2,1.7023,533.16,2636.3,529.99,507.55,0.95466,0.99574,0.75487,1.3683,6.0917,48,68.344,22.914,480.07,48,43.755,16.476,-402.46
"Tilia cordata",1.0763,0.44908,0.658,0.92907,915.97,1.3098,467.53,2664.8,454.66,420.88,1.0122,1.0238,0.85594,1.4317,5.9069,52,47.038,18.024,418.71,52,46.232,13.211,-400.18
"Tilia cordata",1.1069,0.37535,0.63653,0.90342,1226.7,1.6243,625.9,4543,615.99,654.5,0.98179,0.99933,0.76889,1.4066,6.0475,45,92.477,28.837,572.03,46,64.393,20.087,-481.25
"Tilia cordata",1.098,0.34266,0.62253,0.91071,1032.5,1.5598,527.35,3228.1,514.57,484.98,1.0063,1.0131,0.78384,1.3791,5.8285,43,69.635,23.431,482.34,43,69.371,16.549,-413.35
"Tilia cordata",1.1071,0.25146,0.61321,0.90328,802.57,2.1879,407.4,2447.9,399.01,365.8,1.0114,1.003,0.66591,1.424,6.1831,58,47.351,18.557,366.52,58,37.08,14.093,-271.29
"Tilia cordata",1.0959,0.44586,0.67516,0.91248,992.25,2.8992,496.14,2275.7,509.76,469.43,1.004,1.0042,0.58729,1.1742,7.4756,66,123.47,19.705,464.58,66,31.602,15.759,-291.38
"Tilia cordata",1.0841,0.3935,0.62847,0.92239,1104.1,1.5366,563.24,3550.5,560.07,472.68,1.0124,0.99178,0.79069,1.3913,6.1585,58,60.398,22.071,474.88,58,46.401,16.982,-445.35
"Tilia cordata",1.1127,0.30406,0.61454,0.89868,957.84,2.0809,485.57,3288.6,475.66,430.52,0.97618,1.0052,0.68374,1.4154,6.1985,50,60.257,23.715,432.93,50,54.074,17.054,-332
"Tilia cordata",1.0987,0.32783,0.60309,0.91017,923.45,2.1477,468,2770.2,468.65,429.68,1.0295,0.98867,0.67321,1.3888,6.3818,56,64.907,21.876,412.45,55,38.455,16.206,-396.72
"Tilia cordata",1.1061,0.23142,0.63059,0.90405,987.81,1.7737,501.68,2632.5,499.2,458.74,1.0201,1.0035,0.73921,1.386,6.1164,52,65.557,22.316,448.74,51,39.86,16.411,-426.99
"Tilia cordata",1.1076,0.34716,0.61984,0.90287,1235.5,1.9429,625.75,4182.5,624.89,574.74,1.013,0.99698,0.70827,1.3685,6.4858,60,73.485,25.115,565.36,60,52.674,18.877,-443.2
"Tilia cordata",1.0893,0.43655,0.63578,0.91805,1139.1,1.7538,581.54,4360,568.9,583.99,0.97648,0.99468,0.73953,1.397,6.0007,39,74.484,28.464,525.33,38,81.756,19.267,-513.62
"Tilia cordata",1.1124,0.27572,0.60083,0.89893,1143.2,2.2664,582.8,5441.2,578.15,479.63,0.99986,0.99184,0.65147,1.439,6.0382,45,86.71,29.602,506.68,45,59.496,19.963,-379.68
"Tilia cordata",1.0982,0.36168,0.6515,0.91055,975.72,1.4218,497.52,2420.6,491.25,504.58,0.98033,1.0087,0.82238,1.4002,6.144,51,68.823,20.462,456.95,50,49.302,15.241,-441.34
"Tilia cordata",1.1213,0.3936,0.62355,0.8918,1129,1.8349,574.9,3997.2,576.18,520.4,0.97566,0.99653,0.72487,1.396,6.2164,44,94.209,28.542,505.27,45,48.272,20.175,-416.73
"Tilia cordata",1.0988,0.30722,0.65231,0.91009,998.16,1.452,507.32,2399.5,495.31,456.9,1.0166,1.0241,0.81641,1.4105,6.3041,57,47.392,19.694,479.52,58,44.758,17.205,-414.18
"Tilia cordata",1.0989,0.41903,0.63641,0.90997,956.92,1.92,487.66,2562,485.68,444.47,1.0024,0.97996,0.70807,1.3336,6.3411,54,56.322,19.536,441.59,54,45.576,14.109,-345.3
"Tilia cordata",1.1177,0.13049,0.60614,0.89473,910.04,2.0746,459.81,2398.8,455.89,412.85,0.99088,1.0033,0.68704,1.4024,6.4188,54,60.895,23.348,407.98,54,41.932,17.563,-315.9
"Tilia cordata",1.0978,0.31329,0.63852,0.91095,1033.8,1.6581,524.69,3218.6,515.98,479.49,1.0055,1.0821,0.76507,1.4326,6.2951,51,54.059,22.311,467.2,52,47.173,20.521,-401.42
"Tilia cordata",1.1093,0.41596,0.63223,0.90144,890.56,1.8194,452.34,2346.4,458.17,390.45,0.96807,0.99053,0.7298,1.3843,6.0096,50,66.327,19.93,407.92,50,30.639,14.304,-330.12
"Tilia cordata",1.1104,0.2733,0.65461,0.9006,831.42,1.5902,423.15,1807.1,416.84,389.36,1.0182,1.0077,0.77906,1.3883,6.1757,55,47.011,17.895,388.55,54,31.309,13.473,-371.13
"Tilia cordata",1.1265,0.48145,0.57642,0.88773,962.5,3.1725,486.75,4673.1,492.74,337.09,0.99439,0.97101,0.55509,1.3862,6.4305,47,71.496,26.4,425.73,47,50.247,21.689,-270.19
"Tilia cordata",1.1263,0.23496,0.60304,0.88789,745.8,2.8607,376.93,2571.1,377.55,340.99,1.0071,1.0164,0.58492,1.4752,5.9384,48,62.59,21.472,335.08,47,31.033,14.828,-319.04
"Tilia cordata",1.1215,0.25599,0.62265,0.89168,715.8,2.3889,364.21,1867.6,360.38,332.96,1.0033,1.0134,0.63579,1.4085,6.2088,50,48.417,19.481,334.14,50,38.37,14.131,-231.56
"Tilia cordata",1.1217,0.35244,0.59258,0.89149,838.19,2.7107,425.96,3703.7,424.22,357.5,0.98434,1.0199,0.59759,1.5004,5.9598,47,67.374,23.428,369.03,47,38.891,15.689,-254.55
"Tilia cordata",1.1083,0.38257,0.61357,0.90229,888.68,2.1453,451.6,3268.3,441.37,395.93,0.99044,1.0109,0.67177,1.4474,5.8579,48,57.718,22.091,402.41,48,42.953,15.744,-303.37
"Tilia cordata",1.1067,0.3725,0.63863,0.90359,779.29,2.7166,392.19,2272.5,397.42,358.76,1.018,0.98938,0.60278,1.3766,6.2364,53,59.02,19.768,345.06,52,32.438,14.401,-332.75
"Tilia cordata",1.1164,0.13277,0.61839,0.8957,897.02,2.1257,456.61,3100.3,447.38,416.76,0.97492,1.0076,0.67371,1.4375,5.9385,46,59.559,23.371,415.86,45,43.022,16.155,-383.08
"Tilia cordata",1.1225,0.28912,0.6251,0.89088,998.35,1.8356,510.67,3326.1,507.98,478.95,0.95568,1.0122,0.72149,1.4175,5.8368,43,76.834,24.632,438.49,42,48.753,16.787,-425.21
"Tilia cordata",1.0812,0.33817,0.6757,0.92492,1032.4,1.5606,524.34,2724.8,508.01,423.32,0.97511,1.007,0.78807,1.3673,6.1345,53,57.764,19.463,426.19,53,60.077,13.947,-413.22
"Tilia cordata",1.081,0.2857,0.67625,0.92506,1082.8,1.8279,547.89,3015.3,537.11,501.93,1.0181,0.98954,0.73089,1.3277,6.1712,43,69.46,25.15,504.16,42,55.61,18.082,-486.16
"Tilia cordata",1.1126,0.37549,0.61027,0.89877,930.58,2.1695,472.58,3394,464.5,501.12,1.0054,1.0854,0.66844,1.45,6.1204,57,50.127,19.753,427.5,58,35.62,18.582,-315.89
"Tilia cordata",1.081,0.38428,0.65867,0.92508,999.26,1.5858,510.2,3204.8,492.43,467.44,1.0099,1.0055,0.77766,1.3969,5.9745,40,63.525,24.224,457.41,39,73.436,16.841,-445.53
"Tilia cordata",1.1243,0.26401,0.62852,0.88942,944.62,1.8545,480.86,2686.9,480.01,491.79,1.0082,1.0083,0.72125,1.4008,6.1181,53,65.075,21.213,410.37,53,30.777,15.338,-346.82
"Tilia cordata",1.1045,0.27567,0.63853,0.90543,1152.9,1.8184,585.61,3386.2,585.16,537.35,1.0204,1.0015,0.72997,1.3805,6.1032,49,85.661,25.96,519.48,48,45.35,18.652,-494.36
"Tilia cordata",1.09,0.058987,0.64795,0.91747,1050.3,1.6954,534.18,2972.3,525.59,495.4,1.0119,1.0686,0.75501,1.3872,5.9471,50,53.511,20.023,491.2,51,47.27,18.279,-403.31
"Tilia cordata",1.1166,0.30038,0.61009,0.89562,931.08,2.8635,470.55,3488.4,475.17,414.61,0.98544,1.0001,0.58466,1.4111,6.2772,53,72.743,22.541,416,53,36.88,16.367,-275.11
"Tilia cordata",1.1007,0.55167,0.66491,0.90853,862.78,3.2424,432.87,2914.5,447.24,376.89,1.0119,0.98208,0.55345,1.27,6.9376,55,70.54,22.173,377.76,54,31.596,16.884,-353.2
"Tilia cordata",1.0803,0.37934,0.65622,0.92564,1057.6,1.5266,537.95,3328.4,521.46,495.1,0.98747,1.0065,0.79558,1.4004,5.7676,43,55.396,23.53,483.03,43,71.275,16.23,-427.98
"Tilia cordata",1.1184,0.21021,0.59307,0.8941,754.69,2.1599,382.07,2434.8,375.84,348.54,1.0687,0.98649,0.67202,1.4388,6.1306,48,53.205,20.644,345.02,47,37.188,14.891,-279.02
"Tilia cordata",1.104,0.3325,0.66073,0.90582,1046.2,1.8273,530.65,2591,531.28,549.26,1.0196,0.99964,0.72923,1.3578,6.3052,54,70.824,22.044,483.72,53,46.867,16.246,-456.27
"Tilia cordata",1.0772,0.40437,0.64396,0.92833,950.69,1.3293,484.55,2758.1,466.85,437.98,1.0256,1.074,0.85087,1.4337,5.9236,52,45.991,20.036,435.31,53,44.09,16.921,-412.29
"Tilia cordata",1.08,0.45958,0.66174,0.92594,974.1,1.5062,498.42,3523,480.23,405.44,1.032,1.0035,0.79623,1.371,5.8376,38,60.08,23.261,438.3,37,54.982,16.253,-427.34
"Tilia cordata",1.0931,0.2511,0.6282,0.91485,966.96,1.5617,488.89,2413.3,479.75,492.15,1.0117,1.0036,0.79135,1.402,6.0794,56,52.392,21.412,440.12,55,46.483,16.412,-413.26
"Tilia cordata",1.1105,0.41389,0.6484,0.90052,575.71,3.1832,289.57,1320,291.34,261.56,0.97088,1.0049,0.55718,1.3719,6.3736,47,51.358,16.71,257.18,46,24.308,11.967,-231.72
"Tilia cordata",1.1178,0.22429,0.62059,0.8946,745.44,2.3815,377.77,2031.4,370.14,421.93,1.0222,1.0064,0.63934,1.4093,6.3129,52,48.768,19.205,342.88,52,42.264,14.292,-241.53
"Tilia cordata",1.0941,0.35807,0.65432,0.91396,680.34,1.3165,345.57,1081.6,337,318.4,0.94384,1.0279,0.85796,1.4098,5.9423,52,34.861,14.628,318.61,52,36.24,11.326,-296.48
"Tilia cordata",1.1142,0.30513,0.62404,0.89751,844.98,1.6745,430.07,1868.8,428.78,392.14,1.0186,1.0047,0.75917,1.4034,6.1285,55,57.454,18.774,382.64,54,35.914,13.999,-364.09
"Tilia cordata",1.1236,0.31476,0.61293,0.88997,796.66,2.4321,404.27,2476.6,404.57,362.6,1.003,0.995,0.63179,1.3902,6.158,52,53.67,19.747,346.77,52,30.511,14.121,-255.42
"Tilia cordata",1.0981,0.41929,0.62632,0.91068,896.03,2.3282,453.41,2525.1,458.84,392.89,1.062,0.98703,0.64757,1.3447,6.2556,49,63.446,18.799,397.57,49,41.159,17.458,-293.62
"Tilia cordata",1.0997,0.18347,0.62455,0.90937,803.02,1.693,408.71,2035.3,401.39,366.77,0.99418,0.99862,0.75502,1.4302,5.7822,45,55.055,20.656,367.49,44,44.086,14.88,-347.7
"Tilia cordata",1.0764,0.39209,0.64933,0.92902,821.47,1.8952,412.98,1412,415.26,384.79,0.97991,0.98304,0.72244,1.2649,6.6178,59,49.811,16.472,373.08,59,32.306,13.152,-298.36
"Tilia cordata",1.1361,0.45735,0.61945,0.88021,869.01,3.0601,438.08,3199.8,452.84,368.9,1.0101,0.99608,0.56699,1.3802,6.5377,54,73.171,23.425,367.13,53,30.344,17.262,-351.54
"Tilia cordata",1.1159,0.5225,0.62983,0.89613,635.36,3.4465,318.92,1636.6,328.69,295.18,1.0222,0.98702,0.53656,1.3013,6.6361,51,50.809,17.411,287.54,50,24.779,12.902,-266.31
"Tilia cordata",1.1124,0.4033,0.63337,0.89899,552.79,2.6826,277.66,868.11,280.41,271.01,1.0166,1.0005,0.60777,1.3186,6.3478,51,43.611,14.329,250.73,51,20.885,10.612,-168.75
"Tilia cordata",1.0802,0.46537,0.62901,0.92575,922.23,1.4298,472.16,3067.3,460.86,388.45,1.0005,1.049,0.81674,1.4364,5.8391,43,46.341,19.398,411.04,43,44.113,15.829,-385.63
"Tilia cordata",1.0995,0.33329,0.60373,0.90951,832.13,2.0949,422.15,2277.3,417.91,382.38,0.94751,0.99271,0.68095,1.3895,6.1832,58,43.868,16.77,369.74,58,40.857,14.658,-287.46
"Tilia cordata",1.1092,0.38967,0.6188,0.90157,967.57,2.5219,488.43,3142,490.72,446.4,0.9784,0.99575,0.62371,1.36,6.4174,55,63.38,22.461,446.36,55,41.806,16.178,-304.64
"Tilia cordata",1.1188,0.3923,0.59636,0.89382,941.08,2.1898,476.28,3086.3,480.72,433.21,1.0349,0.98837,0.66762,1.3953,6.2251,50,71.798,24.116,416.6,50,35.635,17.591,-317.98
"Tilia cordata",1.1195,0.31777,0.60004,0.89323,804.93,1.6412,411.88,2634.5,409.14,337.35,1.0208,0.99651,0.76275,1.4679,5.8801,41,60.23,22.832,338.26,41,37.247,16.11,-314.16
