Type,Eccentricity,Solidity,Extent,Equivalent_diameter,Convex_hull,CircleRatio,Mean,Variance,Median,Mode,Vertical_symmetry,Horizontal_symmetry,Minimal_distance,Maximal_distance,Length_ratio,Peaks_number,Valleys_number,Average_peak_width,Average_peak_height,Minimal_peak,Average_valley_width,Average_valley_height,Maximal_valley
"Ginkgo biloba",2.4159,0.68546,0.22444,0.41392,882.63,3.1215,756.11,193680,559.65,436.82,1.3774,2.3024,0.33036,2.3618,3.2798,5,545.8,414.94,459.53,5,278.4,181.78,-249.79
"Ginkgo biloba",1.5108,0.47365,0.37975,0.6619,759.75,5.7669,420.78,16685,384.21,336.91,0.78792,0.95327,0.37594,1.9159,4.6888,7,192.7,123.26,359.75,8,212.03,112.41,-158.19
"Ginkgo biloba",1.5047,0.79675,0.42107,0.66456,937.33,8.9255,489.25,20914,467.45,216.06,0.98305,0.88274,0.32064,1.7215,5.3772,7,221.66,117.29,399.12,8,348,187.3,-156.87
"Ginkgo biloba",1.0967,0.77324,0.61292,0.91182,586.21,2.4096,297.92,3748.9,288.4,274.01,1.0015,0.93617,0.6338,1.44,4.8229,7,130.47,70.143,267.41,7,160.14,56.016,-188.82
"Ginkgo biloba",1.1528,0.79234,0.56321,0.86747,802.86,2.6497,407.34,6760.2,383.63,284.31,0.99413,0.96446,0.60542,1.4349,5.023,7,163.14,87.496,374.07,8,199.03,81.772,-246.61
"Ginkgo biloba",1.1563,0.76074,0.55334,0.86484,824.64,2.0624,424.6,5835.5,407.32,430.41,1.0115,0.98423,0.67619,1.3556,4.9724,9,133.58,61.725,358.81,9,194.22,72.941,-287.11
"Ginkgo biloba",1.1504,0.762,0.58458,0.86924,690.83,3.1392,349.15,5823,341.56,487.48,0.99782,0.91644,0.55837,1.4544,5.1891,9,151.34,72.412,333.01,10,131.6,60.96,-194.96
"Ginkgo biloba",1.1661,0.83771,0.57817,0.85756,970.12,11.252,479.53,19100,467.27,254.27,1.0365,0.83515,0.30156,1.5253,5.272,5,291.45,161.74,445.15,6,250.73,151.82,-144.61
"Ginkgo biloba",1.1229,0.79939,0.58889,0.89054,577.28,1.9052,296.13,3662.2,283.68,222.45,0.98539,0.99436,0.70615,1.4382,4.6677,5,149.46,85.309,260.82,5,213.55,69.921,-209.12
"Ginkgo biloba",1.1654,0.65597,0.51619,0.85805,592.63,4.6447,296.29,3671.9,285.7,296.06,1.0302,0.90946,0.46403,1.3945,5.1623,5,147.65,70.584,270.93,5,231.3,123.28,-137.49
"Ginkgo biloba",1.1101,0.78374,0.58526,0.9008,620.91,2.045,317.39,3892.1,301.01,447.22,1.0073,0.95953,0.68401,1.4119,4.7287,8,105.35,63.16,280.46,8,170.41,52.706,-217.1
"Ginkgo biloba",1.2423,0.82213,0.5435,0.80496,802.04,8.3287,401.21,11391,395.43,326.61,0.95932,0.91052,0.34634,1.4944,5.6608,8,164.94,87.567,376.26,8,168.91,109.6,-138.96
"Ginkgo biloba",1.1982,0.80628,0.541,0.8346,716.56,4.0266,361.7,7163.6,354.38,279.5,1.0341,0.94698,0.49364,1.4627,5.2624,5,211.67,121.08,341.44,6,228.38,113.27,-178.55
"Ginkgo biloba",1.1047,0.78741,0.54314,0.90526,594.17,2.275,303.52,3539.2,288.66,359.61,1.0148,0.96349,0.64894,1.426,4.7478,6,132.03,76.306,275.28,6,203.88,73.282,-196.97
"Ginkgo biloba",1.2065,0.76082,0.5311,0.82886,649.91,2.4995,333.16,4099.6,323.85,260.09,1.0006,1.0115,0.61694,1.3507,5.2557,7,123.13,59.143,294.21,7,190.46,89.203,-205.54
"Ginkgo biloba",1.4216,0.71108,0.41749,0.70343,787.04,6.6174,421.34,13841,399.56,291.33,0.87637,1.1238,0.36307,1.757,4.8656,4,267.56,185.7,372.98,5,288.16,190.32,-152.98
"Ginkgo biloba",1.2438,0.73162,0.49325,0.80399,716.45,19.518,350.4,9000.2,342.85,338.43,0.84006,0.91272,0.23141,1.4755,5.6961,7,131.69,70.758,330.08,8,171.35,114.06,-81.085
"Ginkgo biloba",1.4873,0.51978,0.39273,0.67234,679.35,7.8992,376.3,14790,345.69,329.23,1.0131,0.80084,0.32117,1.9142,4.3592,3,272.52,131.2,346.12,4,501.93,246.36,-120.86
"Ginkgo biloba",2.0222,0.35164,0.28323,0.49452,968.72,9.5276,668.84,117190,552.56,554.39,0.52604,1.5037,0.23461,2.2964,3.7957,3,687.3,518.35,490.83,4,427.51,294.87,-156.92
"Ginkgo biloba",1.2971,0.7178,0.47768,0.77096,753.64,1.8119,400.38,5931.2,386.55,369.5,1.0098,0.99776,0.69919,1.4989,4.8273,6,166.55,73.553,335.08,6,307.79,124.32,-279.94
"Ginkgo biloba",1.6299,0.76412,0.3757,0.61352,943.61,4.8864,527.82,27693,503.32,326.63,0.88476,0.87126,0.40437,1.8684,4.8145,4,452.96,313.79,407.46,4,439.08,251.75,-213.44
"Ginkgo biloba",1.8743,0.59716,0.30443,0.53353,1019.9,20.146,648.93,95798,554.38,369.68,0.60215,1.3638,0.17508,2.2619,4.0979,5,423.76,310.12,495.58,6,312.59,224.04,-113.61
"Ginkgo biloba",1.1778,0.81448,0.5346,0.84903,763.7,2.6328,391.56,7345.5,371.28,287.24,1.0058,0.99983,0.60101,1.4534,4.9271,5,197.61,120.29,372.03,5,315.39,128.56,-235.33
"Ginkgo biloba",1.3704,0.64209,0.42672,0.7297,752.81,18.596,387.4,13847,370.45,88.221,0.7962,0.9222,0.22531,1.7847,4.8989,7,135.74,93.259,340.98,8,169.41,108.64,-87.287
"Ginkgo biloba",1.8972,0.55175,0.30157,0.52709,841.17,4.3647,542.21,55068,475.21,544.82,0.63728,1.3651,0.37129,2.1685,3.9617,5,330.38,246.23,392.42,6,301.8,174.57,-201.32
"Ginkgo biloba",1.6609,0.3955,0.3487,0.60209,633.33,2.152,396.26,22901,343.47,314.1,0.67428,1.3301,0.54475,2.0486,3.746,5,245.62,159.3,304.01,6,193.31,95.368,-215.86
"Ginkgo biloba",1.2795,0.76301,0.4847,0.78154,823.87,7.538,418.13,10049,406.03,152.21,1.0075,0.89474,0.35883,1.4516,5.7254,6,192.13,97.557,382.09,6,274.67,170.92,-150.04
"Ginkgo biloba",1.336,0.78397,0.46627,0.74853,706.1,3.5228,364.2,6762.7,356.59,286.07,1.0239,0.97737,0.51648,1.4682,5.6833,6,174.45,105.86,339.15,7,235.18,126.34,-188.1
"Ginkgo biloba",1.2015,0.73256,0.51544,0.83228,621.59,1.6189,320.66,3152.9,309.49,246.26,1.0235,0.98928,0.76176,1.3652,5.4298,9,125.27,46.511,278.18,9,177.51,60.588,-244.27
"Ginkgo biloba",1.8922,0.28986,0.29895,0.52847,788.61,117.71,506.23,69672,435.64,283.38,0.54685,1.3404,0.071794,2.348,3.9332,4,391.57,297.01,359.97,5,287.45,202.4,-36.344
"Ginkgo biloba",1.6422,0.59115,0.35714,0.60894,838.42,2.2612,503.83,29795,450.22,279.84,0.7381,1.2719,0.55332,1.9802,4.0323,3,438.05,320.45,393.68,4,427.33,198.59,-278.78
"Ginkgo biloba",1.1656,0.75776,0.54487,0.8579,721.08,2.0792,368.58,4352.3,355.13,293.66,1.0032,0.99898,0.67838,1.3613,5.0662,5,190.25,91.02,310.8,5,289.98,117.02,-250.03
"Ginkgo biloba",2.1925,0.65689,0.25383,0.4561,799.83,2.8986,643.59,130130,475.86,269.38,0.47992,1.6815,0.36498,2.3387,3.3014,4,575.02,388.09,418.46,5,260.54,168.87,-234.9
"Ginkgo biloba",1.2947,0.41481,0.47895,0.77239,446.63,7.4993,232.46,3998,224.24,265.8,0.98776,0.90078,0.3508,1.7045,4.6615,7,95.735,36.761,215.5,7,152.37,79.534,-81.546
"Ginkgo biloba",1.5123,0.79756,0.38344,0.66122,463.99,8.0369,294.18,18455,266.87,266.65,0.9991,0.6258,0.27818,2.1925,3.7287,5,178.32,62.832,273.13,6,406.65,145.35,-81.835
"Ginkgo biloba",2.1023,0.24309,0.26437,0.47567,796.63,27.489,545.68,82391,449.42,559.46,1.0074,0.56342,0.13922,2.3362,3.8444,6,210.65,110.76,379.58,7,694.55,264.79,-75.972
"Ginkgo biloba",1.1491,0.83269,0.64459,0.87023,669.29,3.0303,341.59,7672.8,323.13,504.56,0.96493,0.96593,0.56278,1.4868,4.9501,5,267.23,127.57,304.38,6,190.29,83.941,-192.24
"Ilex aquifolium",1.1444,0.83417,0.59069,0.87379,350.46,1.8672,181.86,1704,170.23,138.96,1.1378,1.0449,0.70514,1.6552,5.0099,13,44.42,34.896,135.98,14,63.792,23.196,-128.24
"Ilex aquifolium",1.1348,0.79831,0.60664,0.88123,344.13,1.8648,176.21,1203.5,171.86,155.48,1.1041,1.0372,0.71507,1.6019,5.3319,15,44.745,28.818,150.19,15,53.27,21.219,-126
"Ilex aquifolium",1.2665,0.74287,0.51247,0.78959,431.5,1.7549,223.9,1579.9,215.05,187.45,0.96334,0.94106,0.72739,1.5457,6.4753,18,46.592,37.885,187.72,19,92.414,31.279,-162.86
"Ilex aquifolium",1.1951,0.65474,0.60267,0.83675,384.36,1.642,195.35,585.01,195.28,185.13,1.0376,0.97767,0.76776,1.414,6.5023,15,56.544,32.899,178.38,16,61.741,27.492,-149.98
"Ilex aquifolium",1.1396,0.82428,0.60063,0.87746,351.26,1.9548,182.45,1540.5,176.64,164.59,1.0889,1.061,0.68849,1.6303,5.2948,15,41.573,29.233,146.82,16,53.613,22.032,-125.62
"Ilex aquifolium",1.1607,0.82466,0.58589,0.86156,301.43,2.0918,155.25,1082.5,149.15,126.44,1.0996,0.93171,0.67121,1.6409,5.3344,14,40.137,28.33,126.69,15,49.528,21.033,-104.21
"Ilex aquifolium",1.1895,0.80973,0.52953,0.84067,387.77,1.8056,204.29,1938.9,194.83,179.92,0.97356,1.041,0.7063,1.6109,5.3511,15,45.457,35.893,167.31,16,63.467,23.131,-144.29
"Ilex aquifolium",1.1762,0.69559,0.61072,0.8502,406.02,1.6588,205.54,781.55,198.48,192.68,1.0322,1.0148,0.76688,1.4302,6.0312,18,47.581,25.98,177.63,19,68.606,21.344,-157.62
"Ilex aquifolium",1.2194,0.82242,0.5341,0.82007,386,1.902,204.52,2176.5,193.76,147.62,1.0417,1.032,0.68424,1.646,5.4005,17,41.334,33,151.31,17,63.805,22.928,-139.94
"Ilex aquifolium",1.2058,0.83971,0.5484,0.82933,307.54,1.9984,161.35,1481.7,155.12,141.2,1.1211,1.0651,0.67416,1.6841,4.8541,9,56.218,41.301,134.37,10,73.738,27.56,-108.77
"Ilex aquifolium",1.181,0.83888,0.55478,0.84671,291.52,2.1816,150.85,1257.1,142.68,121.95,1.0809,1.0097,0.65417,1.674,5.0449,10,51.509,36.271,122.45,11,63.39,24.548,-98.684
"Ilex aquifolium",1.208,0.7706,0.58408,0.82783,426.07,1.7005,218.48,1557.7,213.32,190.06,1.0518,1.0399,0.74774,1.6071,5.7531,15,66.915,36.668,190.86,16,77.338,27.043,-163.37
"Ilex aquifolium",1.1555,0.78644,0.60027,0.86544,355.32,1.7301,182.17,1176.7,175.76,161.56,1.0546,1.0606,0.74144,1.5919,5.3692,13,43.042,31.14,154.34,14,70.017,24.13,-135.07
"Ilex aquifolium",1.1891,0.82325,0.56945,0.84094,314.51,1.8796,163.72,1259.6,158.05,138.59,1.0919,1.0001,0.7006,1.6451,5.3689,13,48.206,33.012,140.61,14,56.223,23.022,-114.7
"Ilex aquifolium",1.1701,0.79252,0.64191,0.85462,358.37,1.892,183.95,1209.7,181.13,154.43,1.0872,0.97024,0.70819,1.5683,5.7057,15,53.356,27.787,155.76,16,60.642,22.625,-130.27
"Ilex aquifolium",1.1475,0.82226,0.57648,0.87147,346.55,1.798,180.31,1517.6,171.82,145.99,1.0332,0.96639,0.71667,1.5973,5.1455,12,44.555,32.477,148.77,12,83.492,27.897,-129.23
"Ilex aquifolium",1.1704,0.8091,0.58614,0.8544,361.29,1.9988,185.15,1506.4,176.15,161.13,1.0933,0.97899,0.69009,1.6431,5.384,13,51.162,36.114,157.52,14,67.573,25.695,-127.77
"Ilex aquifolium",1.2334,0.69936,0.57563,0.81074,406.65,1.745,206.68,971.8,205.03,189.95,1.0294,1.0248,0.74475,1.5269,5.7864,14,63.45,34.631,188.83,15,60.687,29.274,-153.92
"Ilex aquifolium",1.1514,0.78536,0.60422,0.86847,348.87,1.7916,178.37,1041.9,169.58,152.71,1.0775,1.0173,0.73063,1.5451,5.6133,14,47.302,31.209,150.88,15,60.37,23.317,-130.32
"Ilex aquifolium",1.2017,0.8058,0.54722,0.83214,363.25,1.7481,191.67,1604.2,184.11,184.09,1.052,1.0283,0.71671,1.6094,5.0637,11,57.145,43.315,164.97,12,73.249,27.458,-137.37
"Ilex aquifolium",1.1588,0.79177,0.56957,0.86298,389.4,1.689,201.44,1399.1,193.08,178.97,1.0615,0.97697,0.74373,1.5125,5.6322,17,41.356,29.85,159.92,18,70.674,22.827,-149.82
"Ilex aquifolium",1.1596,0.74308,0.63683,0.86238,391.32,1.7525,200.37,1002.7,198.45,165.46,1.0553,1.0277,0.73764,1.4119,6.2072,16,43.786,30.117,167.37,16,66.248,24.651,-147.8
"Ilex aquifolium",1.2026,0.68585,0.5822,0.83151,421.89,1.5852,213.79,850.78,209.83,175.07,1.0117,1.0317,0.78371,1.3961,6.4498,20,33.748,25.352,177.16,20,69.035,29.071,-167.55
"Ilex aquifolium",1.1704,0.70195,0.58912,0.8544,469.02,1.6818,242.59,1400.9,235.86,189.21,0.96073,1.0362,0.74542,1.4795,5.9821,21,35.711,23.655,192.45,21,84.738,26.616,-180.83
"Ilex aquifolium",1.2693,0.76123,0.53764,0.78783,499.52,1.8423,258.88,2217.5,254.54,186.01,0.95906,1.0038,0.7108,1.4853,6.4708,20,46.618,34.439,191.19,20,126.23,43.946,-184.01
"Ilex aquifolium",1.2231,0.78237,0.5514,0.81762,590.72,1.8892,307.64,3550.9,293.69,271.88,0.97654,0.98446,0.69852,1.5225,5.5231,14,68.14,56.878,234.21,14,122.23,47.224,-214.89
"Ilex aquifolium",1.2555,0.81119,0.5483,0.79648,533.2,2.3044,277.52,3498.2,269.52,189.62,0.99559,0.98666,0.63282,1.5063,6.3845,18,77.632,46.549,210.39,19,96.863,40.375,-175.62
"Ilex aquifolium",1.2881,0.80351,0.53024,0.77637,554.25,2.211,285.83,3429.9,276.14,231.12,0.98853,1.0063,0.65204,1.5453,6.6134,18,71.322,48.439,227.24,18,113.7,44.696,-186.37
"Ilex aquifolium",1.1265,0.79133,0.60807,0.8877,336.19,1.9051,171.32,1050,164.26,153.93,1.0348,1.0369,0.71085,1.4793,5.2715,9,71.547,39.501,152.06,10,74.533,29.024,-121.78
"Ilex aquifolium",1.2223,0.72645,0.56265,0.81816,475.91,1.753,245.31,1671.2,238.05,188.53,1.0217,1.0066,0.73265,1.4361,6.1199,17,48.681,38.84,216.92,17,91.718,33.663,-179.72
"Ilex aquifolium",1.1926,0.70732,0.55588,0.83849,506.11,1.6171,259.83,1611.8,255.15,216.03,1.0329,1.0159,0.76587,1.4358,5.471,12,49.35,38.12,219.19,12,152.67,45.766,-198.99
"Ilex aquifolium",1.2012,0.79909,0.5707,0.83248,386.54,2.0158,198.19,1635.3,190.77,147.77,0.98518,1.0349,0.68683,1.521,5.7623,17,46.034,29.471,149.66,18,62.601,23.271,-136.12
"Ilex aquifolium",1.2291,0.86526,0.54719,0.81363,404.29,2.5137,213.63,2940.4,202.99,195.38,1.0118,1.031,0.59682,1.5628,5.8077,14,61.255,41.741,173.04,15,79.77,35.03,-127.5
"Ilex aquifolium",1.2605,0.84918,0.54013,0.79333,499.94,2.22,263.77,4242.7,248.73,227.3,0.97691,1.0107,0.63604,1.5897,5.9072,14,78.473,56.842,221.7,15,108.4,43.272,-167.77
"Ilex aquifolium",1.246,0.73215,0.55819,0.80257,381.68,1.926,196.91,1225.3,193.32,144.91,0.96245,1.0855,0.69835,1.483,6.4207,19,45.666,27.97,169.34,20,59.446,24.284,-137.51
"Ilex aquifolium",1.2173,0.68137,0.56489,0.82149,479.91,1.7903,245.35,1256.9,241.91,199.09,0.99327,1.01,0.73095,1.4096,6.2455,16,55.535,37.568,222.07,17,92.068,33.216,-179.34
"Ilex aquifolium",1.2286,0.75341,0.54012,0.81396,423.01,1.8662,219.52,1594,210.74,171.09,0.99553,1.0236,0.70529,1.4602,5.8185,15,46.044,36.956,172.57,16,84.503,30.926,-154.82
"Ilex aquifolium",1.1943,0.8164,0.57234,0.83731,388.86,2.3085,204.69,1946.4,204.55,178.23,0.93261,1.0481,0.62518,1.4702,5.5594,14,67.601,35.198,176.3,14,51.95,23.563,-127.97
"Ilex aquifolium",1.1992,0.77627,0.56951,0.83387,460.26,1.8977,236.03,1933.8,229.45,183.05,1.0192,1.0121,0.70776,1.4772,5.6961,15,63.07,38.63,185.03,16,82.425,30.159,-167.05
"Ilex aquifolium",1.2414,0.75547,0.54602,0.80557,524.94,1.835,271.63,2355.7,262.47,222.24,0.97779,0.97838,0.71334,1.4977,5.8134,14,63.323,49.713,241.62,15,105.46,40.09,-193.76
"Ilex aquifolium",1.3116,0.85004,0.52749,0.76243,500.94,2.6269,265.75,4503.8,264.25,165.62,0.95749,1.0233,0.58151,1.571,5.7412,16,51.575,36.449,180.14,16,128.71,49.433,-154.54
"Ilex aquifolium",1.3248,0.79687,0.50775,0.75485,523.89,2.2743,274.86,3342.2,267.03,184.36,0.97545,1.0515,0.63194,1.5086,6.6514,18,74.945,50.08,217.58,17,109.72,41.731,-173.7
"Ilex aquifolium",1.288,0.77099,0.51922,0.77642,485.5,1.9138,253.8,2533.6,244.19,179.41,0.97529,1.0587,0.69137,1.5302,6.2158,18,60.278,42.344,227.7,19,90.611,35.29,-175.47
"Ilex aquifolium",1.2594,0.80567,0.53953,0.79403,496.27,2.1512,258.23,2714.5,248.89,206.71,1.002,1.0128,0.65515,1.5077,6.5831,18,55.084,43.018,215.69,19,94.85,37.557,-169.18
"Ilex aquifolium",1.2817,0.83293,0.53505,0.7802,521.42,2.5909,270.39,3917.4,258.51,167.5,1.0156,1.0322,0.59902,1.5798,6.2527,18,76.831,50.17,187,17,101.18,39.317,-161.97
"Ilex aquifolium",1.1924,0.83672,0.55986,0.83861,469.78,2.4058,247.79,3891,233.14,156.21,0.95709,1.0753,0.61117,1.6646,4.9216,13,65.046,47.416,173.9,14,82.147,33.011,-151.44
"Ilex aquifolium",1.2747,0.78529,0.5356,0.78453,481.56,1.9509,252.07,2681.8,242.47,182.25,0.98567,1.0295,0.68386,1.5019,6.6484,21,55.074,37.986,185.28,22,80.623,32.437,-172.38
"Ilex aquifolium",1.2313,0.84247,0.55185,0.81215,452.89,2.181,237.52,3195.8,231.13,195.23,1.0043,1.0359,0.64556,1.5973,5.6645,17,62.263,40.431,197.06,18,74.39,30.53,-153.33
"Ilex aquifolium",1.1548,0.68241,0.5926,0.86593,521.28,1.5867,265.97,1334.2,261.59,230.66,0.97596,0.99979,0.77798,1.3908,5.4583,13,69.597,41.13,224.96,12,110.86,32.743,-206.92
"Ilex aquifolium",1.2111,0.81921,0.57201,0.82568,381.78,2.1387,199.82,2128.9,192.57,139.37,1.0263,1.0497,0.65326,1.6174,5.2046,15,37.513,27.046,141.27,15,93.829,33.431,-130.53
"Ilex aquifolium",1.2455,0.6856,0.55713,0.80286,377.34,1.7871,193.99,938.89,189.16,147.32,1.0441,1.0042,0.72752,1.4348,6.3989,21,35.846,25.795,157.31,21,57.984,21.912,-141.13
"Ilex aquifolium",1.2167,0.78824,0.56117,0.82189,477.63,2.2513,253.64,3131,245.47,176.08,1.0472,0.9742,0.62754,1.5933,5.5974,17,65.715,38.82,177.07,18,73.49,29.459,-159.17
"Ilex aquifolium",1.1948,0.7834,0.57347,0.83693,395.86,1.9441,204.1,1501,195.9,172.84,0.98505,0.99999,0.69551,1.4797,5.6288,14,57.944,35.127,170.41,15,69.274,26.68,-141.96
"Ilex aquifolium",1.2465,0.77057,0.54956,0.80227,452.93,1.9793,231,1811.7,224.46,173.67,0.99242,0.98991,0.69684,1.5011,6.2408,17,47.142,39.685,183.65,18,83.723,35.028,-160.97
"Ilex aquifolium",1.2229,0.84728,0.57131,0.81773,384.89,2.3248,199.93,2294.8,189.76,144.1,0.96726,1.0358,0.63129,1.6119,5.5078,13,39.496,31.422,153.33,13,118.46,42.234,-126.21
"Ilex aquifolium",1.2592,0.82523,0.5547,0.79414,514.13,1.9942,267.52,3333,259.44,207.02,0.97685,0.99745,0.68044,1.5129,6.0137,14,78.055,52.994,235.65,15,113.47,42.826,-182.04
"Ilex aquifolium",1.1587,0.73522,0.62063,0.86305,423.51,1.7736,215.9,1113.8,210.5,176.39,1.0096,1.0149,0.73647,1.3701,5.8719,19,46.541,24.962,194.31,20,60.653,21.362,-159.01
"Ilex aquifolium",1.2177,0.68378,0.55889,0.82125,398.49,1.6312,205.25,897.68,200.81,203.46,0.98272,1.0159,0.76005,1.4165,5.6683,18,40.078,26.902,186.37,18,69.733,21.895,-156
"Ilex aquifolium",1.193,0.688,0.58653,0.83825,459.98,1.6428,235.05,1215.6,230.51,195.37,1.0515,1.0604,0.76342,1.4833,5.5931,16,43.828,28.981,217.95,16,111.76,32.965,-179.44
"Ilex aquifolium",1.2102,0.84525,0.54902,0.82632,383.61,2.2806,203.04,2603.7,190.12,138.23,0.95289,1.0425,0.62555,1.6437,5.2257,14,52.585,38.163,139.12,15,70.647,27.514,-127.01
"Ilex aquifolium",1.1445,0.83842,0.59804,0.87372,384.78,2.1818,198.23,2022.3,186.45,162.72,1.0673,0.99189,0.65707,1.5252,5.3878,12,60.39,39.846,166,13,73.217,28.542,-130.25
"Ilex aquifolium",1.2047,0.73995,0.575,0.8301,490.61,1.7322,253.27,1896.6,246.72,197.11,0.95431,0.98486,0.7359,1.4873,5.8695,20,51.322,33.01,217.99,21,71.998,27.187,-186.39
"Ilex aquifolium",1.1831,0.75301,0.59423,0.84527,441.22,1.8645,223.89,1343.3,221.31,183.58,1.0027,1.0536,0.72162,1.4237,5.8887,16,52.645,33.124,188.57,17,67.825,27.576,-161.56
"Ilex aquifolium",1.2328,0.85677,0.55735,0.81119,473.56,2.3583,251.91,4088.6,239.45,226.39,0.97973,0.99189,0.61207,1.6055,5.4272,13,63.758,49.226,195.82,14,95.895,39.661,-154.19
"Ilex aquifolium",1.2334,0.7988,0.54624,0.81077,433.17,1.8159,227.8,2406.1,219.79,200.77,1.018,1.0279,0.70555,1.5142,5.4793,13,53.027,37.982,196.49,13,118.6,42.714,-160.72
"Ilex aquifolium",1.271,0.84311,0.53846,0.7868,460.81,2.2275,244.46,3569.9,232.89,173.15,0.95799,0.98894,0.6315,1.563,5.81,14,74.864,50.067,203.67,15,91.83,38.099,-154.38
"Ilex aquifolium",1.2256,0.82762,0.54418,0.8159,399.54,2.0826,210,2464.5,196.59,143.49,0.9805,1.014,0.65918,1.5876,5.3959,11,76.437,51.626,178.42,12,88.565,37.507,-138.43
"Ilex aquifolium",1.2145,0.77697,0.55603,0.82339,362.91,1.8716,187.82,1461.8,180.63,140.13,0.97907,0.96721,0.70618,1.5662,5.6125,18,43.089,26.992,141.06,19,61.467,21.703,-132.64
"Ilex aquifolium",1.1939,0.83899,0.54309,0.83762,371.65,2.7998,195.17,2368,185.75,119.5,0.9375,1.064,0.56902,1.5847,5.4352,12,53.095,38.29,159.85,13,73.179,28.756,-111.06
"Ilex aquifolium",1.1835,0.71392,0.56237,0.84495,540.25,1.5985,276.63,1857.6,269,229.64,1.0412,0.99891,0.77234,1.4224,5.4133,15,55.458,39.204,235.88,15,91.753,31.426,-213.65
"Ilex aquifolium",1.2404,0.83879,0.5472,0.80621,468.04,2.2017,246.15,3235.9,236.55,213.51,0.99286,1.0289,0.64074,1.5582,5.7723,16,64.758,45.146,202,17,79.745,35.77,-157.72
"Ilex aquifolium",1.1568,0.78729,0.58901,0.86443,385.82,1.8713,198.17,1484.2,187.7,155.73,1.0074,1.0123,0.7116,1.4596,5.5004,18,37.125,22.833,159.62,18,69.207,22.931,-141.02
"Ilex aquifolium",1.2386,0.80179,0.57186,0.80735,378.31,2.3244,196.98,1861.3,191.5,135.23,0.95618,1.0159,0.62985,1.5605,5.8199,14,54.825,36.837,139.2,14,97.237,35.658,-124.07
"Populus nigra",1.0641,0.19094,0.58597,0.93974,583.28,1.4569,295.65,1100.9,291.46,244.12,0.99143,1.0459,0.81724,1.3508,5.1433,22,43.687,13.947,247.93,22,65.51,20.769,-241.62
"Populus nigra",1.0632,0.24235,0.58728,0.94058,674.88,1.5194,341.07,1434,334.31,306.42,1.0005,1.0434,0.80265,1.3514,5.2331,25,47.049,14.807,280.62,25,68.991,21.919,-273.76
"Populus nigra",1.0725,0.1211,0.5801,0.93241,730.81,1.4265,373.97,2181.7,365.32,530.59,0.983,1.0181,0.8181,1.4218,5.1382,23,57.716,18.124,311.72,22,84.779,26.59,-305.95
"Populus nigra",1.078,0.67216,0.5419,0.92763,611.9,1.6856,320.23,3953.9,312.24,290.25,0.98464,0.97774,0.73588,1.6002,4.3147,6,97.058,37.843,242.62,7,253.04,71.389,-235.65
"Populus nigra",1.0617,0.59396,0.60402,0.94191,622.36,1.4259,318.75,2147.8,314.12,270.14,1.0038,0.99703,0.81755,1.5014,4.8853,24,35.547,12.236,267.51,25,131.86,20.28,-260.6
"Populus nigra",1.0576,0.25789,0.60427,0.9455,680.19,1.3608,344.44,1334.2,340.15,297.4,0.99432,1.0376,0.84642,1.3448,5.529,25,48.987,15.414,301.37,25,74.622,21.888,-291.54
"Populus nigra",1.075,0.55448,0.53738,0.93025,585.98,1.6494,307.88,3155.5,298.34,239.96,1.0876,1.1091,0.74097,1.5456,4.4216,12,55.574,33.312,245.24,13,85.432,26.721,-228.13
"Populus nigra",1.0803,0.44361,0.55768,0.9257,756.74,1.5555,398.78,5028.8,383.26,330.69,0.94987,1.0595,0.76076,1.4943,5.1769,22,70.223,27.881,313.39,23,76.821,22.214,-303.38
"Populus nigra",1.0628,0.48616,0.57697,0.94091,701.71,1.5803,358.84,2603.8,352.26,298.99,0.99793,1.023,0.77778,1.4693,5.1208,21,56.009,17.132,296.31,22,93.782,27.417,-279.1
"Populus nigra",1.0826,0.64128,0.5517,0.92373,535.95,1.5587,277.51,2162.1,271.25,223.43,1.004,1.0122,0.77346,1.5187,4.5698,8,68.239,27.607,224.97,9,180.91,47.313,-214.64
"Populus nigra",1.1381,0.68805,0.51795,0.87867,492.62,1.7993,268.17,4599.4,253.7,194.1,1.1942,1.1864,0.68475,1.7535,4.1766,6,94.002,67.062,193.25,7,132.26,44.698,-183.63
"Populus nigra",1.0729,0.73131,0.52738,0.93203,440.41,2.1556,233.48,2747.9,221.48,183.08,1.1316,1.1008,0.64237,1.6279,4.3173,11,51.098,30.144,184.76,12,58.922,20.909,-149.98
"Populus nigra",1.0765,0.699,0.55659,0.92898,576.86,1.7992,307.63,4853.5,298.14,223.15,1.1521,1.1507,0.69899,1.6618,4.327,9,76.654,47.048,225.41,9,120.69,34.321,-215.03
"Populus nigra",1.0695,0.23498,0.58307,0.93503,770.9,1.3715,394.76,2223.2,386.34,332.93,0.99169,0.98757,0.83376,1.3878,5.3589,25,61.926,22.492,342.18,26,61.759,18.477,-329.14
"Populus nigra",1.0697,0.45318,0.59858,0.93485,650.83,1.4133,330.05,1329.7,321.92,288.46,0.99059,1.0431,0.82936,1.2961,5.6386,24,47.156,15.725,283.32,24,80.257,21.249,-273.73
"Populus nigra",1.086,0.44632,0.56627,0.92081,665.2,1.5123,341.99,2480.5,333.93,280.82,0.98693,1.0127,0.79084,1.4874,4.9719,13,75.357,23.205,284.81,14,240.47,38.27,-270.46
